,name,author,link,rating,rating_count,review_count,price,pages,pages_count,text_of_reviews,age,year
944,Шаблоны моделей данных в цифровой экономике,Ю. П. Липунцов,https://www.litres.ru/book/u-p-lipuncov/shablony-modeley-dannyh-v-cifrovoy-ekonomike-39426920/,4.4,3,0,168.00,14 стр. ,14,[],0+,2018
945,Выразительный JavaScript. Современное веб-программирование (pdf+epub),Марейн Хавербеке,https://www.litres.ru/book/mareyn-haverbeke/vyrazitelnyy-javascript-sovremennoe-veb-programmirovanie-50447564/,4.2,28,14,699.00,480 стр. ,480,"['Для тех людей которые уже изучали или читали про JavaScript и уже пытаются писать свой код. В этой книги в начале рассказывается, что такое программирование, подразумевается, что человек совсем не знает не только что такое JavaScript, а программирование в целом. Зато после первых двух глав, я толком и не понял, что мы уже начали программировать, получил задание в котором я должен выполнить действия о которых даже и не читал в книге. ', 'Я смог выполнить задания, так как я уже программировал на других языках, но если бы для меня эта книга была бы первая и первый язык программирования, то было бы очень трудно понять для чего и зачем и как это работает. Очень полезно для тех кто уже знает что-то о программировании нет «Воды» как написали бы многие. ', 'Мне не нравится, что автор вместо «Переменные» пишет «Привязки» это сильно путает в голове о чем вообще идет речь.', 'Новичкам вообще с нуля не советую к прочтению от слова совсем, во-первых, переводчик, по-моему, вообще далек от мира фронтенд, потому что решил присваивание значения переменной называть везде привязкой. А во-вторых с самого начала если раньше не изучал js, многие моменты могут быть непонятны.', 'Хорошая книга, советую всем, кто интересуется программированием вообще и программированием браузеров в частности. Давно искал такую ясную и полезную книгу. А, главное,\xa0– не очень скучную! Рекомендую не только начинающим, но и тем, кому кажется, что они уже «всех собак съели». Будут слегка удивлены,\xa0– «что не всех».', 'Шикарнейшая книжка. Но если уже знаешь какой-нибудь другой язык программирования. Для начинающего будет, вероятно, сложновата', 'для чайников сложновато, есть моменты которые допер после того как погуглил те вещи о которых в книге не писалось. если эта книга по js первая то не советую, а если вы уже имеете небольшой опыт то удачи с заданиями )))']",16+,2019
946,Влияние модификации метода семантического описания контуров на характеристики подсистемы робототехнического комплекса,Д. А. Борисоглебский,https://www.litres.ru/book/d-a-borisoglebskiy/vliyanie-modifikacii-metoda-semanticheskogo-opisaniya-k-6538896/,0.0,0,0,96.00,7 стр. ,7,[],0+,2013
950,README. Суровые реалии разработчиков (pdf+epub),Дмитрий Рябой,https://www.litres.ru/book/dmitriy-ryaboy/readme-surovye-realii-razrabotchikov-pdf-epub-69434365/,5.0,1,4,599.00,304 стр. ,304,"['Книга - огонь. Здесь подсвечиваются и объясняют проблемы как софт скиллов, так и хард. Написано простым языком, все термины объясняются.', 'Эта книга не то, чтобы must have, как мне показалось. Понравится тем, кто хочет расширить свой кругозор, а не углубиться в какую-то из тем. Что мне понравилось - это то, что они активно ссылаются на другие книги как старые, так и новые (всем адептам, считающим старые книги по программированию неактуальными - привет). Еще мне понравился широкий набор тем. Каждая затрагивается настолько, насколько нужно знать минимально.', 'Все, что я выцепил из этой книги я стал активно использовать на практике. Особенно много подчерпнул из главы про ревью.', 'Из минусов, нуууу.... Мне показалась глава про взаимодействие с менеджментом душноватой и, наверное, какой-то бесполезной.', 'Книга ""README. Суровые реалии разработчиков"" - это отличный литературный ресурс, погружающий читателя в мир программной разработки с его множеством сложностей, вызовов и непредсказуемости.', 'Автор, великолепно отражая свой опыт работы в области разработки, с легкостью передает читателю суровую реальность этой профессии. Он рассказывает о трудностях, с которыми сталкиваются разработчики, начиная от проблем с коммуникацией и завершая стрессовыми ситуациями, которые возникают в процессе разработки.', 'Что делает эту книгу особенно ценной, так это ее практическая направленность. Автор предлагает конкретные советы и стратегии, которые помогут разработчикам преодолеть трудности и достичь успеха в своей работе. Он освещает практические аспекты командной работы, управления проектами, тестирования и обеспечения качества и многих других важных моментов.', 'Кроме того, стиль написания автора очень доступный и легкий для восприятия. Он использует примеры из реального мира и описывает сложные концепции таким образом, что даже неспециалистам будет легко понять о чем идет речь', 'Книга ""README. Суровые реалии разработчиков"" - это замечательный ресурс, который дает уникальный взгляд на мир разработки программного обеспечения и раскрывает суровые реалии, с которыми сталкиваются разработчики в своей работе.', 'Автор, и сам являющийся опытным разработчиком, рассказывает о своих личных историях и проводит читателя через различные аспекты разработки, начиная с трудностей в командной работе и заканчивая сложными проблемами, которые могут возникнуть в ходе проекта.', 'Очень радует, что автор не стесняется делиться не только успехами, но и своими неудачами. Он подробно описывает сложные решения, с которыми пришлось столкнуться, и дает ценные советы, как справиться с ними. Это делает книгу очень ценным и практичным руководством для разработчиков на любом уровне опыта.', 'Я особенно оценил честность автора и его способность выразить сложные и абстрактные концепции в простых и понятных терминах. Это делает книгу доступной даже для начинающих разработчиков, которые только начинают вникать в эту область. Одновременно она также предлагает ценные знания и полезные советы для более опытных специалистов.', 'Книга очень хорошо структурирована, и каждая глава фокусируется на конкретном аспекте разработки. Это позволяет читателю с легкостью найти необходимую информацию или вернуться к определенному разделу в случае необходимости. К тому же, книга содержит множество примеров и историй из реальной практики, что делает ее особенно интересной и позволяет лучше понять материал.', 'Единственное, что мне немного не хватило, это большего количества глубинных технических аспектов разработки. Книга больше фокусируется на аспектах взаимодействия с командой и сложностях, связанных с управлением проектами. Однако, это необходимо учитывать, что эта книга скорее о развитии не только технических, но и межличностных навыков разработчика.', 'В целом, ""README. Суровые реалии разработчиков"" - это отличный ресурс для разработчиков программного обеспечения на любом уровне опыта. Она предлагает честный и реалистичный взгляд на мир разработки и дает ценные советы для преодоления сложностей, с которыми сталкиваются разработчики. Я рекомендую эту книгу всем, кто хочет лучше понять и успешно справиться с суровыми реалиями разработки программного обеспечения.']",16+,2021
951,Моделирование информационных технологий на GPSS,А. А. Емельянов,https://www.litres.ru/book/a-a-emelyanov/modelirovanie-informacionnyh-tehnologiy-na-gpss-5316346/,0.0,0,0,96.00,27 стр. ,27,[],0+,2007
952,Реализация нейронной сети для распознавания изображений с помощью технологии NVIDIA CUDA,А. А. Ферцев,https://www.litres.ru/book/a-a-fercev/realizaciya-neyronnoy-seti-dlya-raspoznavaniya-izobrazheniy-s-p-4977022/,3.0,3,0,168.00,9 стр. ,9,[],0+,2011
953,PHP глазами хакера,Михаил Фленов,https://www.litres.ru/book/mihail-flenov/php-glazami-hakera-4986825/,4.2,15,7,349.00,273 стр. ,273,"['Не ждал многого от книги с таким многообещающим названием, но все равно остался разочарован. Хотелось получить глубокие знания в области уязвимости php скриптов. Вместо этого получил hello world пособие о том как установить apache и создать переменную в php. Использование в примерах функций mysql в книге 2015 года, даже с оговорками – моветон. Автор решил в одной книге написать обо всем – в результате ни одна из тем полностью не раскрыта. Название книги абсолютно не соответствует содержанию. Поставил 3 звезды, а не две, т.к. решил, что все-таки некоторые вещи могут быть полезны начинающему разработчику: есть описание грубых ошибок и примеры полезных скриптов. Тем кто вырос из junior не советую тратить время на эту книгу', 'Структурированный беглый обзор веб-разработки на PHP, затрагивающий базовые аспекты безопасности, довольно всё поверхностно, пробежаться по этой книге безусловно стоит, но ожидать от неё чего-то невероятного всё же не стоит.', '', 'p.s. в 4-ом издании довольно много deprecated функций, которые уже не актуальны и вовсе удалены из PHP', 'Структурированный беглый обзор веб-разработки на PHP, затрагивающий базовые аспекты безопасности, довольно всё поверхностно, пробежаться по этой книге безусловно стоит, но ожидать от неё чего-то невероятного всё же не стоит.', 'p.s. в 4-ом издании довольно много deprecated функций, которые уже не актуальны и вовсе удалены из PHP', 'Издание уже устарело, в 2020 году вышла пятая версия. Для основ php не рекомендую, в новых версиях очень много изменилось. На блоге автора есть много актуальных статей по php.', 'Хорошая книга для программистов на PHP! Со стороны безопасности и хакеров. Будет интересна и полезна тем, кто хочет узнать как писать безопасные веб-приложения на PHP. Но будет интересна и пентестерам и хакерам, как примеры нахождения уязвимых скриптов… Советую!']",12+,2023
954,"Разработка структуры быстродействующего декодера БЧХ-кода (15, 7, 5) на основе метода циклического декодирования",Е. А. Мыцко,https://www.litres.ru/book/a-n-malchukov/razrabotka-struktury-bystrodeystvuuschego-dekodera-bchh-koda-24349440/,5.0,1,0,168.00,7 стр. ,7,[],0+,2017
955,Виртуальная реальность и поддержка принятия решений,О. В. Тиханычев,https://www.litres.ru/book/o-v-tihanychev/virtualnaya-realnost-i-podderzhka-prinyatiya-resheniy-44424178/,0.0,0,0,168.00,9 стр. ,9,[],0+,2019
956,Программирование на языке MQL5 от основ до индикаторов и экспертов,Дмитрий Федосеев,https://www.litres.ru/book/dmitriy-fedoseev-298/programmirovanie-na-yazyke-mql5-ot-osnov-do-indikator-64831712/,1.9,7,3,299.00,406 стр. ,406,"['Книга – норм. Мне, как совсем начинающему, по-тихоньку помогает.', 'Но почему нельзя скачать?? Только в браузере либо в приложении на телефоне. ', 'Раз уж дали такую возможность авторам блюсти свои права, дайте и читателям возможность хотя бы закладки ставить. Каждый раз приходится с самого начала искать. Даже у бумажных изданий есть возможность использовать закладки', 'Книгу нельзя скачать и читать в удобной для себя читалке. Читать её в браузере вообще неудобно. Если хотите мучиться прогружать книгу в браузере и при каждом входе в аккаунт вновь появляться на первой странице книги и икать где же вы остановились на какой странице в прочтении, то эта книга для вас. Очень жаль Литрес, что у вас такой неудобный сервис для чтения.', 'Читать её в браузере вообще неудобно дайте и читателям возможность хотя бы закладки ставить. Каждый раз приходится с самого начала искать']",16+,2020
957,C# 5.0. Карманный справочник,Бен Албахари,https://www.litres.ru/book/ben-albahari-2/c-5-0-karmannyy-spravochnik-8908965/,4.4,5,2,600.00,290 стр. ,290,"['Если Вы являетесь разработчиком и в своей практике используете сразу несколько языков программировния, удержать в памяти краеугольные аспекты каждого из них едва ли представляется возможным,\xa0– здесь и приходят на помощь различного рода справочники. Карманный справочник C# являет собой сжатое, но не менее емкое, нежели в прочих книгах подобного рода, описание одного из популярных на сегодняшний день языков программирования. Здесь вы не найдете пространных рассуждений относительно нюансов, которые становятся очевидными по мере освоения языка: излагаемый материал четко структурирован и преподносится таким образом, чтобы, с одной стороны, читающий имел ясное представление о концепциях языка, с другой – без труда мог отыскать нужный ему параграф, чтобы справиться с возникшими на практике трудностями. Особый вес книге придает статус ее авторов: Джозеф Албахари – имеет за плечами более пятнадцати лет разработки крупномасштабных промышленных приложений на платформе .NET, является автором программы LINQPad – одного из наиболее востребованных инструментов запросов к базам данных на языке LINQ; Бен Албахари – в прошлом программный менеджер компании Microsoft, соучредитель компании Gemanics, являющейся поставщиком инструментов для программистов C#.', 'Книга предназначена для разработчиков от уровня Middle. Для начинающих я бы порекомендовал книгу Герберта Шилдта C# 4.0. Если вы хотите держать под рукой быстрый поисковик знаний и легко находить нужные пробелы ваших знаний, то эта книга отлично подойдет для вас.']",12+,2012
958,Грокаем технологию Биткоин,Калле Розенбаум,https://www.litres.ru/book/kalle-rozenbaum/grokaem-tehnologiu-bitkoin-51797872/,3.5,15,2,699.00,496 стр. ,496,"['Пожалуй, одно из самых подробных описаний самой технологии блокчейна биткойн. Без большого математического аппарата, что важно, но все-таки очень детализированно разбирается механизм трансакций, хеширования, подтверждения. В сравнении с «Блокчейном» Имрана Башира более популярная – можно читать и не только математикам и программистам. Для специалистов по блокчейну на мой взгляд, must have. Для начинающих – излишне подробно, но все равно будет понятно. Рекомендую', '#Прочитал за 10 часов.', 'Читая книгу я подумал что такое не мог создать человек, это очередной дар новой технологии человечеству от «бога», как было много раз до этого (колесо, химия, электричество, интернет)', '', 'Возможно, человеку который всю свою жизнь с детства занимается только математикой и криптографией, и тесно связанным с эгрегором в этом направлении, «бог» дал эту технологию из пространства вариантов как самому достойному в этой области, когда решил что пора человечеству совершить очередной подъём на следующую ступеньку в цепочке эволюции .', '', 'Теперь всё по возможности будет строится вокруг этой новой технологии, появятся новые идей и изобретения.']",0+,2019
959,Распределенное имитационное моделирование с Aivika,Д. Э. Сорокин,https://www.litres.ru/book/d-e-sorokin-19439216/raspredelennoe-imitacionnoe-modelirovanie-s-aivika-44503570/,0.0,0,0,168.00,17 стр. ,17,[],0+,2019
960,Комплексное имитационное моделирование с применением генетических алгоритмов,Н. З. Емельянова,https://www.litres.ru/book/a-a-emelyanov-2/kompleksnoe-imitacionnoe-modelirovanie-s-primeneniem-genet-28756071/,1.0,1,0,168.00,12 стр. ,12,[],12+,2017
961,Теоретический минимум по Computer Science. Все что нужно программисту и разработчику,Владстон Феррейра Фило,https://www.litres.ru/book/vladston-ferreyra-fi/teoreticheskiy-minimum-po-computer-science-vse-chto-n-34946144/,3.9,94,28,599.00,224 стр. ,224,"['Прекрасная книга. Рекомендовал и старшим школьникам и студентам. Действительно является за нательным введением в компьютерные науки. Ознакомиться рекомендовал бы всем.', 'Книга очень начального уровня. Строго рекомендуется для школьников и студентов начальной школы. Просто и понятное изложение, лёгкое повествование. Книга старается покрыть многие области computer science и не всегда это получается успешно, например как с логическими языками программирование. Ещё как всегда ратсраивают ошибки в переводе от издательства «Питер».', 'Очень хорошая книга. Подойдёт как новичкам, чтобы познакомится с основами Computer Science, так и профессионалам, чтобы освежить некоторые моменты в памяти. Читается очень легко и интересно, очень понравилась глава про стратегии решения алгоритмов (очень нужный материал, жаль, что не в каждой книге он есть).', 'Всегда интересно посмотреть на что то от общего к частному, поэтому эта книга полезна для полноценного понимания именно тематики компьютеров и всё что с ними связано.А так как ответвлений много, то можно двигаться уже дальше в более конкретные области. Кто то скажет, что это голая теория, но именно с теории надо изучать большинство наук.', 'Отличное введение в computer science. Очень современно и обезвожжено. Предварительное знакомство с темой не обязательно, хотя желательно']",16+,2017
962,Rust в действии,Тим Макнамара,https://www.litres.ru/book/tim-maknamara/rust-v-deystvii-69842617/,5.0,3,1,549.00,521 стр. ,521,"['Не понимаю, почему я первый оставивший отзыв. Это просто великолепная книга. Обычно книги по языку это краткий ввод в синтаксис с синтетическими и игрушечными примерами. Или же это полусправочник, который просит себя скорее зазубрить, чем разобраться.', 'Книга RUST в действии это маленькое окно в системное программирование на RUST. Автор не врет, говоря, что вы будете писать маленькую операционную систему, базу данных и эмулятор процессора. ', 'Из ""минусов"" стоит отметить то, что с кодом придется очень много работать. Rust язык совсем не для новичков, и имея много лет опыта в программировании, я обращался каждые пять минут к официальной документации языка, находил исходники в репозитории автора, чтобы убедиться, что он не опечатался, и вспоминал давно забытые вещи связанные с системным программированием.', 'Мягко говоря, не самое простое чтиво, но другой подобной книги по RUST на русском я не знаю.']",0+,2021
963,Начинаем программировать на Python,Тони Гэддис,https://www.litres.ru/book/toni-geddis-32491161/nachinaem-programmirovat-na-python-68998912/,5.0,16,6,599.00,875 стр. ,875,"['Шикарная книга! Начал изучать Python самостоятельно, пробежался по куче книг и ничего не было понятно, а эта книга изменила всё! Всем рекомендую', 'Главное берите в электроне. Печатное издание полное ""г"". Пока дошёл до конца, вся книга развалилась и искать что-то очень проблематично. Выбросил печатное и сейчас в электроне перекупил. Книга супер,  даёт начальное представление, но после 800 страниц становится немного грустно, потому что понимаешь, что выучить синтаксис и умение программировать, это две разные вещи. После этой книги есть реальный шанс начать понимать более серьёзную литературу.', 'Лучшая книга для начинающих программировать на Python, и от издательства ZIP архив (~700Mb) (Состав архива: source-codes – исходные коды, VideoNotes – обучающие видео на английском языке).', 'Начинаем программировать на Python от Тони Гэддиса - это неплохая книга для изучения базового синтаксиса и концепций, которая раскрывает темы по их сложности. Сам по себе учебник не даст вам глубинного понимания о том, как работает язык. В плюсы хочу отнести то, что после каждой главы идут интересные задачи и вопросы, некоторые из которых заставят начинающего подумать.', 'Что насчет минусов? Минусы, безусловно, есть. Мне показалось, что мало времени уделено Классам и ООП, присутствует устаревший или малоиспользуемый синтаксис, например, с контекстными менеджерами.', 'За 800 страниц автор не задевает работу с сетями, фреймворками, но почему-то раскрывает создание графического интерфейса. Так же учебник содержит немалое количество информации о работе с файлам. ', 'В целом, книга хороша для изучения, но если вы уже имеете какие-то базовые понятия в программировании или желаете глубже изучить язык, то я бы подыскал другую литературу.', 'Я по ней учусь, нашёл совет учиться по ней в интернете. Как для новичка-очень простая, подробная, много примеров и задач. Рекомендую всем начинать именно с неё!']",12+,2021
964,Для devops и сисадмина. Работаем с файлами в Linux,Андрей Михайлович Серебренников,https://www.litres.ru/book/andrey-mihaylovich-sere/dlya-devops-i-sisadmina-rabotaem-s-faylami-v-linux-70797883/,5.0,1,0,249.00,139 стр. ,139,[],12+,2024
966,Javascript и jQuery. Интерактивная веб-разработка,Джон Дакетт,https://www.litres.ru/book/dzhon-dakett/javascript-i-jquery-interaktivnaya-veb-razrabotka-22964956/,4.1,55,4,609.00,643 стр. ,643,"['Как то в свое время начинал изучать HTML и CSS с книги Джона Дакетта «HTML и CSS. Разработка и дизайн веб-сайтов». Автор очень понравился, его манера изложения, а также наглядная визуальная составляющая подачи материала. Так что для освоения и понимания основ JavaScript данная книга самое то. А без успешного освоения JavaScript ( и тем более его библиотеки Jquery) полноценные сайты делать не получится. Успехов друзья!', 'Советую изучать JavaScript по этой книге,здесь много практики,хорошо обьясняется некоторые аспекты самого языка, в каких слечаях лучше делать так,а не иначе и многое другое.Прочитав эту книгу,вы с легкостью сможете сказать что знаете JavaScript и его замечательную библиотеку jQuery.', 'Отличная книга: от самого простого (объекты, массивы, циклы и ветвления) до весьма сложных тем (AJAX, фреймворки, MVC). Все примеры скриптов, приведенных в этой книге дают красивые результаты, имеющие очевидную практическую значимость, потому что скрипты сразу же встроены в красивые веб-страницы, для которых уже написаны HTML и CSS. Благодаря этому, авторам книги удалось преодолеть традиционный недостаток методик изучения основ программирования, когда с первых уроков у обучающихся отбивают весь интерес, выводя результаты скрипта в диалоговые окошки (Alert и Promt) или в консоль, . Отличная книга!', 'Да, тоже не смог пройти мимо, чтобы не отметить интересный (визуальный) способ изложения контента. Также как и в описании книги jQuery изучил быстро.']",12+,2014
967,Как устроен JavaScript (pdf+epub),Дуглас Крокфорд,https://www.litres.ru/book/duglas-krokford/kak-ustroen-javascript-pdf-epub-48613309/,4.3,11,2,609.00,304 стр. ,304,"['Хорошее ревью языка, акцент сдвинут в сторону идей, концепций, личного мнения автора, с которым я в большинстве согласен, но и примеры кода отличные. Книга – не сухое изложение спеки, в ней есть юмор, эмоциональный окрас. Сложность по главам неравномерная, учтите это, если решите забросить недочитав.', 'Книга будет полезна тем, кто уже несколько лет пишет на JS. У автора свой, интересный взгляд на казалось бы стандартные моменты в работе JS.']",16+,2018
970,"Публикация пакетов Python. Тестирование, распространение и автоматизация проектов",Дэйн Хиллард,https://www.litres.ru/book/deyn-hillard-3300699/publikaciya-paketov-python-testirovanie-rasprostranen-70556005/,5.0,1,0,629.00,290 стр. ,290,[],16+,2024
971,Грокаем глубокое обучение с подкреплением (pdf + epub),Мигель Моралес,https://www.litres.ru/book/migel-morales/grokaem-glubokoe-obuchenie-s-podkrepleniem-pdf-epub-69598546/,0.0,0,0,599.00,464 стр. ,464,[],16+,2020
973,Конец холивара. Pascal vs C,М. Кривцов,https://www.litres.ru/book/m-krivcov/konec-holivara-pascal-vs-c-10243468/,4.9,6,1,40.00,30 стр. 7 иллюстраций,30,['Максимально компактное и наглядное введение в программирование на языках C и Pascal. В конце книги есть коллекция простых задачек чтобы закрепить материал. Рекомендую!'],12+,2015
974,Введение в фотореалистическую графику,А. В. Калютов,https://www.litres.ru/book/a-v-kalutov/vvedenie-v-fotorealisticheskuu-grafiku-17072050/,4.4,3,0,119.00,120 стр. ,120,[],0+,2015
975,Программируем PLC,Е. А. Чернов,https://www.litres.ru/book/evgeniy-chernov/programmiruem-plc-69486544/,5.0,2,0,2040.00,517 стр. ,517,[],0+,2023
977,Встраиваемые системы на основе Linux,Крис Симмондс,https://www.litres.ru/book/kris-simmonds/vstraivaemye-sistemy-na-osnove-linux-27071892/,4.1,21,1,639.00,362 стр. ,362,"['Книга дает понятие о процессах и потоках, управление памятью; помогает разобраться в профилировании и трассировке для показа системных вызовов, анатомии драйвера устройства. Простым и доступным языком дается представление о работе встраиваемых систем Linux.']",0+,2015
978,Обработка текстовой и графической информации,М. Ф. Гарифуллин,https://www.litres.ru/book/m-f-garifullin/obrabotka-tekstovoy-i-graficheskoy-informacii-45276389/,2.0,1,1,449.00,175 стр. ,175,"['Устаревшее наполнение. Старый диалект Fortranа в 21 веке и сокращения, вроде, ЭВМ режут глаз. ', 'Не очень понятно зачем издательство Техносфера издало эту книгу.']",0+,2019
981,Усиленное обучение,Джеймс Девис,https://www.litres.ru/book/dzheyms-devis-33032713/usilennoe-obuchenie-70772995/,5.0,157,6,490.00,150 стр. 1 иллюстрация,150,"['когда думаешь, что вроде разобрался с темой машинного обучения, а тут еще полно всего,,, просто бесконечность. Но книги определенно помогают хоть немного держаться в теме на плаву. показывают, применяемые сейчас алгоритмы', 'Из книги узнал много нового, ошибочно думал, что не должно сильно отличаться от других видов обучения, но на практике оказалось совсем иначе. Так что книга оказалась полезной и главное понятной!', 'Подробное описание, можно использовать. Во всяком случае мне было понятно, если что-то не знал то гуглил и читал. Главное знать что гуглить, а книга об этом говорит. Спасибо автору за труд!', 'Книга определенно полезная! Для тех кто работает в теме нейросетей очень пригодится. Показывает разные инструменты, как они работают, приводятся примеры с пояснениями. Советую.', 'По данной теме книг пока еще мало, искал и наткнулся на эту. В целом книга хороша, очень подробная. Выделил для себя основные инструменты, понял возможности и где именно это все применяется.']",12+,2024
982,Программирование на Visual Basic 6.5 и Visual Basic.Net,В. А. Зеньковский,https://www.litres.ru/book/valentin-zenkovskiy/programmirovanie-na-visual-basic-6-5-i-visual-basic-ne-8337606/,4.0,1,1,300.00,249 стр. ,249,"['Книга примечательно тем, что можно погрузиться в мир программирования и в историю программирования. Есть множество рисунков, поясняющих теоритические выкладки. Сам занимаюсь в смежной теме, поэтому было познавательно. Нужно быть готовым, что необходима практика']",0+,2009
983,Математическое моделирование и расчет характеристик трехмодальных транспортно-терминальных сетей,А. И. Мочалов,https://www.litres.ru/book/a-v-timonin/matematicheskoe-modelirovanie-i-raschet-harakteristik-trehmoda-5715848/,0.0,0,0,96.00,10 стр. ,10,[],0+,2013
984,Пакетный способ сравнения изображений,И. И. Зиновьев,https://www.litres.ru/book/i-i-zinovev/paketnyy-sposob-sravneniya-izobrazheniy-4977025/,0.0,0,0,168.00,7 стр. ,7,[],0+,2011
986,Организация эффективных полиморфных алгоритмов в сложных системах управления информацией,А. А. Левков,https://www.litres.ru/book/a-a-levkov/organizaciya-effektivnyh-polimorfnyh-algoritmov-v-slozhnyh-sist-4977183/,0.0,0,0,96.00,6 стр. ,6,[],0+,2011
988,Использование функций В. Л. Рвачева для геометрического моделирования областей сложной формы,С. В. Чопоров,https://www.litres.ru/book/a-lisnyak/ispolzovanie-funkciy-v-l-rvacheva-dlya-geometricheskogo-modeliro-5005403/,0.0,0,0,168.00,14 стр. ,14,[],0+,2010
989,Kafka Streams в действии. Приложения и микросервисы для работы в реальном времени с API Kafka Streams (pdf+epub),Билл Беджек,https://www.litres.ru/book/bill-bedzhek-2763012/kafka-streams-v-deystvii-prilozheniya-i-mikroservisy-64085361/,5.0,1,0,699.00,304 стр. ,304,[],16+,2018
990,Программирование на VBA в Excel 2019,Андрей Клименко,https://www.litres.ru/book/nina-komolova/programmirovanie-na-vba-v-excel-2019-66338106/,4.5,11,7,496.00,497 стр. ,497,"['Меня очень развлекла, так сказать фраза в одном из абзацев данной книги -"" Макросы выполняются достаточно медленно"", у всех своё мнение и оно может быть, но зачем вводить читателей в некоторое заблуждение. Макросы работают достаточно быстро и эффективно, если код написан грамотно и стилистически просто, в эффективность, например, я вкладываю работу ""массивов"" и ""словарей"" вкупе, то есть если их объединить в одно целое, то можно обработать миллионы строк исходных данных, которые в свою очередь будут выгружены на лист, в тысячи строк и множество столбцов Excel, посчитают виртуально результат и выгрузят данные на лист. Авторам в редакции книги, если такая будет иметь место, необходимо акцентировать внимание читателей именно на ""массивы"" и ""словари"" с конкретным большим примером, в миллион строк, до 100 столбцов (это как пример), который покажет, как обрабатывать большие массивы данных и выгружать их на разные листы, с быстрой скоростью обработки данных, и выложить файл в сеть (в формате XLSB, в котором также можно программировать), чтобы была возможность повторить и внести изменения в код для своих целей. Я обычный пользователь Excel, я читал, что если хотите быстро обрабатывать информацию, то не пользуйтесь циклами, что не отражает действительности. Мне встречались файлы с исходными данными более 1 миллиона строк, столбцов до 20, в данном файле производился параллельный расчет, это происходило в течении минуты или немного больше. В целом хорошая книга, для изучения и подтягивания теории, также советую, как по мне одна из лучших книг для начала изучения VBA -  Билли Джелен ""Мистер Excel"" и Трейси Сирстад - Применение VBA и макросов в Microsoft Excel. ИМХО.', 'Книга не соответствует названию ""Самоучитель"" в основном в ней приводится много примеров которые могут облегчить труд пользователя который работает с таблицами и у него очень много данных . ', 'Самое важное ""Почему именно такие операторы взяты в макросе и принцип построения макроса никаким образом не объясняется"". В этой книге вы можете найти какой-то макрос и скопировать себе, но не научиться  его написания и соединения нескольких функций в один. Не рекомендую данную книгу начинающим.', 'Этот учебник оказался источником неоценимой информации и навыков для меня, начинающего программиста. Особенно мне понравилась структура учебника. Он начинается с основных понятий и постепенно переходит к более сложным темам', 'Программирование - наше всё. Мой мозг ломается от попыток решить более-менее сложную задачу с помощью формул. Понимание программирования в VB - это практически безграничные возможности в обработке данных. Книга просто замечательная.', 'Очень полезная книга для тех, кто углубленно работает с Excel и кому не хватает стандартных функций программы. Наконец-то понял, как работать с макросами']",0+,2020
